% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=241947, Sat Nov 26 20:14:25 2016
1 10 0.953189945683 1.0 -0.919778129932 -9.1977812993154351e-01 -0.656380576549 -0.646550512405 1.0 1.0 1.0 1.0 1.0 1.0
2 19 0.893937714024 1.13778501841 -0.919778129932 -7.4954950046553703e-01 -0.740583863274 -0.801570379206 1.0 1.0 1.0 1.0 1.0 1.0
3 28 0.788746173183 1.19211160678 -1.02005427521 -9.4238149790916470e-01 -0.850956038784 -0.696266373757 1.0 1.0 1.0 1.0 1.0 1.0
4 37 0.906595087955 1.23423570445 -1.02005427521 -7.6644870948343169e-01 -0.572367774711 0.0 1.0 1.0 1.0 1.0 1.0 1.0
5 46 0.819022357881 1.47264785864 -1.02005427521 -8.8316427311756729e-01 -0.559275314069 -0.759785151014 1.0 1.0 1.0 1.0 1.0 1.0
6 55 0.776109871434 1.49110749293 -1.02005427521 -8.5706398862787991e-01 -0.669280133838 -0.61520828544 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
7 64 0.686741013252 1.53552119015 -1.02005427521 -8.9570699680491539e-01 -0.702000322541 -0.478796665057 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
8 73 0.64207971429 1.62108916515 -1.02005427521 -8.6310673494289070e-01 -0.610043929775 -0.503860747955 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
9 82 0.615449315983 1.65000371467 -1.02005427521 -9.1916520688607906e-01 -0.715834576638 -0.594122869977 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
10 91 0.609805660558 1.69212105156 -1.02005427521 -9.0011792814903202e-01 -0.728189948782 -0.592325584976 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
11 100 0.624385895598 1.77246467823 -1.02005427521 -9.4407942404418688e-01 -0.706491832168 0.0 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
12 109 0.705951706336 1.85634159672 -1.02005427521 -9.3019529751462138e-01 -0.750620733029 -0.512382522713 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
13 118 0.714162385283 1.85505625175 -1.02005427521 -9.0518337117977565e-01 -0.713353111157 -0.541025035299 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
14 127 0.71254371801 1.88156227397 -1.02005427521 -7.9837459888669304e-01 -0.639645383507 -0.530512501691 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
15 136 0.676375067811 1.92406959698 -1.02005427521 -8.9876898170931607e-01 -0.732311254346 -0.60754596619 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
16 145 0.660619380865 1.93812948368 -1.02005427521 -8.1523308488204771e-01 -0.611695182319 -0.532956693098 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
17 154 0.553002242243 1.9398163552 -1.02005427521 -8.6268798518432321e-01 -0.50386745304 0.0 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
18 163 0.506814447094 1.98352278297 -1.02005427521 -7.6298949657552206e-01 -0.691813926466 -0.550611352422 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
19 172 0.467700432102 2.01131478069 -1.02005427521 -9.5679066344543606e-01 -0.71097525667 -0.559056052037 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
20 181 0.422606355863 2.02436912853 -1.02005427521 -1.0097715805572316e+00 -0.76568472484 -0.598083588007 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
21 190 0.440871474305 2.03891706911 -1.02016588125 -1.0201658812522438e+00 -0.659734114869 0.0 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
22 199 0.417818408509 2.16303495121 -1.02016588125 -9.0614088496983625e-01 -0.727227529861 0.0 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
23 208 0.389714067934 2.16253050632 -1.02016588125 -8.7285256901319208e-01 -0.62224663407 -0.509997261619 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132 0.41650243132
